x0,x1,x2,x3,y,x4,x5
A2,26.0,A8,A15,0.51,0.02,0.0
A1,29.0,A8,A130,0.0,0.0,0.08
A1,30.0,A4,A14,0.0,0.0,0.02
A11,31.0,A8,A7,0.11,0.17,0.0
A0,24.0,A1,A8,0.04,0.02,0.0
A3,25.0,A3,A43,0.0,0.0,0.36
A16,20.0,A2,A34,0.29,0.17,0.75
A2,28.0,A7,A13,0.0,0.0,0.05
A0,24.0,A5,A29,1.26,0.18,0.35
A0,23.0,A11,A7,0.1,0.04,0.0
A3,24.0,A5,A18,0.28,0.22,0.0
A1,28.0,A6,A24,0.16,0.0,0.0
,22.0,A4,A4,0.07,0.02,0.0
,28.0,A2,A12,0.06,0.0,0.0
A3,29.0,A1,A24,0.11,0.01,0.0
A15,23.0,A6,A7,0.21,0.05,0.0
A5,35.0,A6,A154,0.0,0.05,0.0
A13,27.0,A9,A251,0.07,0.01,0.0
A13,28.0,A2,A6,0.04,0.12,0.0
A11,31.0,A8,A7,0.07,0.0,0.0
A2,30.0,A6,A239,0.0,0.02,0.0
A2,28.0,A4,A15,0.0,0.2,0.0
A13,29.0,A4,A46,0.0,0.12,0.0
A1,27.0,A1,A5,0.26,0.01,0.26
A4,26.0,A9,A12,0.11,0.01,0.0
A9,32.0,A7,A93,0.0,0.0,0.01
A2,30.0,A9,A12,0.18,0.08,0.0
A2,28.0,A5,A39,0.0,0.0,0.05
A25,19.0,A6,A39,0.0,0.0,0.09
,29.0,A11,A15,0.0,0.03,0.0
A0,26.0,A5,A34,0.0,0.0,0.03
A11,21.0,A10,A252,0.0,0.02,0.0
A9,34.0,A1,A1,0.0,0.01,0.0
A4,29.0,A1,A7,0.47,0.24,0.01
A1,26.0,A5,A29,0.17,0.01,0.16
A22,35.0,A1,A11,0.26,0.16,0.0
A18,35.0,A0,A34,1.18,0.87,0.93
A13,28.0,A1,A25,0.09,0.0,0.0
A3,25.0,A3,A61,0.16,0.13,0.0
A14,36.0,A0,A18,0.32,0.64,0.04
A13,30.0,A6,A1,0.0,0.06,0.0
A15,25.0,A0,A61,0.02,0.01,0.0
A15,25.0,A8,A7,0.26,0.07,0.0
A11,12.0,A8,A146,1.2,0.84,0.0
A6,25.0,A9,A7,0.32,0.19,0.0
A12,20.0,A7,A18,0.0,0.0,0.37
A18,34.0,A7,A28,0.04,0.05,0.0
,18.0,A10,A34,0.0,0.0,1.37
A13,31.0,A4,A5,0.15,0.06,0.0
A4,28.0,A1,A253,0.46,0.21,0.01
A2,26.0,A3,A34,0.0,0.0,0.74
A3,22.0,A3,A15,0.13,0.1,0.0
A6,25.0,A10,A31,0.11,0.03,0.0
A16,11.0,A5,A81,0.0,0.0,0.76
A11,31.0,A9,A231,0.0,0.03,0.0
A9,33.0,A5,A22,0.06,0.04,0.1
A12,18.0,A4,A254,0.0,0.0,0.15
A16,20.0,A5,A5,0.0,0.0,2.17
A14,34.0,A1,A8,0.26,0.24,0.0
A12,17.0,A9,A78,0.21,0.15,0.0
A9,36.0,A1,A1,0.0,0.0,0.04
A22,35.0,A1,A8,0.18,0.1,0.0
A23,14.0,A0,A5,0.0,0.0,0.04
A2,28.0,A2,A136,0.15,0.03,0.0
A15,22.0,A10,A5,0.49,0.13,0.07
A17,,A3,A255,0.44,0.03,0.0
A2,31.0,A10,A31,0.08,0.01,0.0
A15,25.0,A3,A3,0.09,0.02,0.0
A1,28.0,A7,A256,0.0,0.0,0.02
A13,30.0,A1,A15,0.07,0.03,0.0
A5,32.0,A3,A37,0.02,0.05,0.0
A11,22.0,A1,A31,0.0,0.04,0.0
A8,32.0,A8,A15,0.07,0.03,0.0
A9,30.0,A6,A7,0.79,0.94,0.0
A1,25.0,A5,A61,0.05,0.0,0.0
A12,17.0,A5,A111,0.0,0.0,0.59
A2,25.0,A2,A37,0.14,0.0,0.0
A17,1.0,A1,A155,2.06,0.12,0.0
A5,33.0,A6,A5,0.0,0.0,0.1
A3,25.0,A1,A10,0.03,0.03,0.18
A12,18.0,A6,A3,0.6,0.41,0.0
A15,22.0,A1,A3,0.02,0.01,0.0
A13,30.0,A4,A8,0.39,0.18,0.0
A7,13.0,A3,A21,1.48,0.39,0.0
A12,21.0,A6,A123,0.04,0.03,0.0
A1,26.0,A6,A7,0.34,0.0,0.0
A3,21.0,A6,A18,0.07,0.05,0.0
A6,23.0,A11,A7,0.76,0.36,0.0
A4,33.0,A6,A31,2.1,0.2,0.0
A5,34.0,A1,A22,0.0,0.0,0.11
A3,22.0,A6,A5,0.12,1.26,1.16
A3,22.0,A7,A18,0.0,0.0,0.41
A12,20.0,A3,A50,0.31,0.21,0.0
A3,27.0,A6,A31,0.5,0.02,0.0
A2,29.0,A4,A12,0.1,0.0,0.0
A5,36.0,A5,A22,0.0,0.0,0.03
A10,18.0,A9,A15,0.05,0.01,0.0
A14,36.0,A4,A1,0.0,0.0,0.09
A5,36.0,,A257,0.0,0.0,0.05
A9,,A5,A13,0.0,0.0,0.01
A3,24.0,A5,A10,0.11,0.08,0.28
A3,26.0,A6,A5,0.0,0.0,0.16
A20,17.0,A5,A258,0.0,0.0,0.13
A5,35.0,A1,A259,0.0,0.0,0.03
A3,26.0,A6,A7,0.42,0.02,0.0
A3,22.0,A5,A18,0.38,0.25,0.26
A6,25.0,A6,A31,0.16,0.05,0.0
A2,28.0,A1,A33,0.1,0.0,0.0
A9,27.0,A6,A7,0.29,0.05,0.0
A2,30.0,A7,A196,0.0,0.0,0.03
A7,16.0,A5,A132,0.0,0.0,0.23
A13,27.0,A3,A62,0.0,0.0,0.1
A17,9.0,A1,A24,0.45,0.02,0.0
A11,25.0,A9,A43,0.0,0.02,0.0
A1,31.0,A7,A139,0.0,0.0,0.06
A23,14.0,A9,A39,0.0,0.0,0.26
A15,24.0,A0,A68,0.22,0.06,0.0
A10,17.0,A3,A3,0.32,0.07,0.0
A5,32.0,A1,A14,0.0,0.0,0.06
A2,27.0,A3,A12,0.11,0.01,0.0
A12,19.0,A9,A7,0.12,0.08,0.0
A11,31.0,A10,A15,0.0,1.13,0.0
A4,27.0,A1,A31,0.1,0.01,0.0
A9,31.0,A1,A85,0.07,0.07,0.01
A6,25.0,A1,A15,0.33,0.22,0.0
A3,23.0,A6,A39,0.27,0.21,0.0
A13,32.0,A6,A5,0.0,0.03,0.06
A16,15.0,A2,A34,0.0,0.0,0.32
A4,33.0,A1,A6,0.17,0.16,0.0
A5,31.0,A8,A14,0.0,0.0,0.03
A4,26.0,A9,A7,0.42,0.05,0.0
A3,26.0,A9,A12,1.01,0.04,0.0
A3,23.0,A4,A260,0.02,0.01,0.0
A3,23.0,A9,A2,0.11,9.368428036147584,0.0
A5,35.0,A1,A11,0.03,0.16,0.0
A6,23.0,A10,A43,0.1,0.03,0.0
A13,28.0,A6,A1,0.99,0.42,0.14
A17,1.0,A0,A24,4.21,0.24,0.0
A2,28.0,A5,A83,0.05,0.0,0.0
A1,30.0,A3,A12,0.11,0.07,0.0
A15,26.0,A4,A10,0.1,0.03,0.0
A12,19.0,A4,A18,0.54,0.36,0.0
A3,28.0,A4,A24,0.03,0.03,0.0
A21,5.0,A0,A34,0.46,-5.236684813992804,0.92
A4,36.0,A6,A7,0.06,0.01,0.0
A1,26.0,A11,A5,0.04,0.0,0.02
A0,25.0,A6,A61,0.02,0.01,0.0
A3,23.0,A3,A43,1.63,0.22,0.51
A4,,A6,A35,0.17,0.0,0.0
A6,22.0,A6,A39,0.24,0.07,0.0
A0,22.0,A1,A261,0.02,0.01,0.0
A1,27.0,A6,A39,0.0,0.34,0.0
A11,28.0,A5,A43,0.32,0.01,0.0
A0,25.0,A4,A12,0.12,0.05,0.0
A17,1.0,A11,A24,1.03,0.06,0.0
A3,23.0,A5,A29,0.0,0.0,0.13
A11,27.0,A1,A12,0.01,0.01,0.0
,35.0,A1,A1,0.0,0.07,0.13
A21,9.0,A5,A1,0.0,0.0,1.1
A5,32.0,A1,A5,0.13,0.06,0.0
A0,23.0,A5,A34,0.31,0.11,0.3
A14,36.0,A1,A11,0.14,0.32,0.0
A15,22.0,A6,A24,0.45,0.12,0.0
A3,25.0,A11,A74,0.06,0.05,0.0
A13,28.0,A9,A24,0.09,0.0,0.0
A2,27.0,A6,A37,0.16,0.0,0.0
A13,27.0,A1,A90,3.66,1.63,0.0
A12,19.0,A10,A123,0.0,0.0,0.29
A5,36.0,A1,A1,0.0,0.0,0.09
A16,20.0,A7,A262,0.0,0.0,0.14
A3,23.0,A9,A189,0.06,0.04,0.0
A3,23.0,A0,A43,0.14,0.11,0.0
A12,17.0,A9,A179,0.0,0.0,0.23
A0,22.0,A0,A12,0.21,0.08,0.0
A6,23.0,A5,A24,1.68,0.44,0.0
A10,17.0,A9,A34,2.91,0.99,0.89
A16,19.0,A1,A34,0.0,0.0,0.31
A3,26.0,A3,A61,0.0,0.0,0.01
A0,21.0,A1,A120,0.03,0.01,0.0
A12,17.0,A2,A18,0.13,0.07,1.0
A12,19.0,A1,A2,0.34,0.23,0.0
A11,18.0,A5,A156,0.01,0.02,0.0
A15,24.0,A3,A7,0.17,0.05,0.0
A13,28.0,A4,A14,0.09,0.01,0.0
A12,18.0,A2,A43,0.45,0.31,0.0
A6,25.0,A11,A15,0.26,0.13,0.0
A22,36.0,A6,A7,0.23,0.14,0.0
A2,26.0,A1,A34,0.0,0.0,0.1
A6,25.0,A9,A3,0.11,0.03,0.0
A11,27.0,A10,A7,0.0,0.06,0.0
A0,22.0,A6,A15,0.03,0.01,0.0
A1,30.0,A7,A217,0.0,0.0,0.02
A3,27.0,A1,A11,0.19,0.15,0.0
A3,20.0,A6,A7,0.27,0.21,0.28
A2,28.0,A2,A15,0.07,0.0,0.0
A12,18.0,A6,A18,0.17,0.12,0.0
A18,34.0,A0,A34,0.73,0.52,0.15
A9,27.0,A1,A18,0.36,0.04,0.08
A12,16.0,A8,A18,0.05,0.04,0.0
,28.0,A2,A263,0.03,0.0,0.0
A8,31.0,A9,A65,0.07,0.08,0.0
A11,31.0,A9,A65,0.0,0.15,0.0
A12,17.0,A9,A10,0.0,0.0,0.06
A13,29.0,A1,A164,0.14,0.0,0.0
A9,35.0,A1,A5,0.0,0.0,0.15
A9,34.0,A7,A171,0.09,0.09,0.0
A12,16.0,A11,A1,0.0,0.0,0.05
A1,31.0,A3,A29,0.21,0.13,0.46
A11,31.0,A8,A44,0.0,0.02,-4.007176138011258
A3,25.0,A11,A24,1.48,0.92,0.01
A5,35.0,A1,A13,0.0,0.0,0.03
A1,,A6,A35,0.77,0.03,0.0
A6,25.0,A4,A24,0.19,0.05,0.0
A15,22.0,A1,A10,0.63,0.38,0.35
A15,22.0,A5,A24,0.1,0.02,0.04
A14,35.0,A0,A232,0.03,0.03,0.0
A1,26.0,A9,A39,0.03,0.01,0.0
A3,27.0,A7,A264,0.0,0.0,0.01
A13,31.0,A6,A7,0.21,0.13,0.0
A10,19.0,A0,A5,0.06,0.02,0.05
A2,27.0,A7,A8,1.15,0.2,0.0
A2,30.0,A2,A55,0.18,0.0,0.0
A2,31.0,A1,A1,0.0,0.0,0.05
A4,28.0,A3,A7,0.15,0.02,0.0
A11,28.0,A11,A15,0.0,0.02,0.0
A11,29.0,A8,A7,0.02,0.18,0.0
A4,,A4,A44,0.0,0.0,0.01
A3,26.0,A5,A1,0.11,0.09,0.0
A12,17.0,A3,A1,0.0,0.0,0.13
A9,28.0,A1,A31,4.76,3.76,0.44
A2,30.0,A4,A41,0.04,0.0,0.0
A12,17.0,A6,A265,0.07,0.05,0.0
A13,,A11,A24,1.19,0.84,0.0
A16,21.0,A1,A34,0.92,0.53,0.41
A1,30.0,A6,A5,0.05,0.3,0.29
A4,31.0,A11,A12,0.25,0.27,0.0
A5,34.0,A5,A15,0.0,0.07,0.02
A2,29.0,A8,A102,0.13,0.01,0.0
A1,30.0,A6,A7,0.35,0.0,0.0
A6,23.0,A2,A12,0.15,0.04,0.0
A11,27.0,A1,A7,0.0,0.03,0.0
A0,21.0,A9,A12,0.08,0.03,0.0
,23.0,A5,A34,0.21,0.05,0.0
,30.0,A11,A4,0.63,0.37,0.02
A13,29.0,A1,A29,0.22,0.08,0.08
A4,26.0,A11,A24,1.49,0.93,0.02
A6,23.0,A3,A4,0.21,0.06,0.0
A9,30.0,A6,A24,0.11,0.0,0.0
A9,28.0,A1,A24,0.21,0.21,0.0
A1,25.0,A2,A18,0.04,0.0,0.0
A13,31.0,A4,A25,0.06,0.02,0.0
A3,26.0,A7,A22,0.0,0.0,0.04
A6,25.0,A7,A96,0.08,0.02,0.0
A22,36.0,A11,A31,0.03,0.04,0.0
A21,11.0,A1,A5,1.05,0.17,0.15
A1,32.0,A6,A31,0.08,0.0,0.0
A13,29.0,A5,A24,0.26,0.05,0.0
A2,29.0,A7,A15,0.16,0.16,0.0
A11,,A9,A43,0.05,0.11,0.0
A6,26.0,A11,A96,0.01,0.0,0.0
A0,24.0,A7,A12,0.14,0.05,0.0
A6,23.0,A9,A17,0.15,0.04,0.0
A4,30.0,A1,A22,0.11,0.04,0.02
A3,26.0,A4,A18,0.12,0.75,0.0
A13,29.0,A11,A24,0.14,0.0,0.0
A3,26.0,A7,A222,0.0,0.0,0.02
A2,29.0,A5,A1,0.0,0.0,0.01
A6,28.0,A6,A7,0.13,0.04,0.0
A2,27.0,A4,A15,0.15,0.02,0.0
A2,29.0,A7,A194,0.37,0.0,0.03
A2,28.0,A5,A177,0.06,0.0,0.0
A0,21.0,A3,A143,0.09,0.03,0.0
A9,32.0,A8,A5,0.21,0.08,0.09
A25,22.0,A7,A39,0.0,0.0,0.29
,21.0,A1,A12,0.39,0.15,0.0
A1,26.0,A4,A39,0.0,0.0,0.09
A11,27.0,A6,A7,0.0,0.01,0.0
A10,18.0,A3,A12,1.94,0.39,0.03
A2,26.0,A6,A5,0.0,0.0,0.15
A13,31.0,A11,A43,0.06,0.0,0.0
A13,28.0,A6,A54,0.11,0.0,0.0
A2,28.0,A5,A8,0.37,0.11,0.0
A2,28.0,A1,A29,0.07,0.0,0.0
A3,24.0,A6,A39,0.1,0.08,0.0
A10,17.0,A6,A5,0.25,0.02,0.0
A12,17.0,A8,A7,0.66,0.45,0.0
A12,19.0,A9,A7,1.58,0.64,0.0
A3,28.0,A7,A139,0.0,0.0,0.1
A11,29.0,A10,A12,0.0,0.15,0.0
A4,28.0,A1,A15,0.18,0.34,0.0
A12,18.0,A1,A50,0.04,0.03,0.0
A2,27.0,A8,A15,0.47,0.52,0.0
A6,23.0,A9,A3,0.02,0.0,0.0
A20,16.0,A3,A193,0.0,0.0,0.1
A0,22.0,A11,A21,0.08,0.03,0.0
A4,36.0,A11,A24,0.01,0.01,0.0
A1,31.0,A5,A211,0.0,0.0,0.02
A3,22.0,A4,A18,0.0,0.0,0.03
A13,29.0,A3,A12,0.51,0.17,0.0
A27,16.0,A3,A193,0.0,0.0,0.06
A3,26.0,A4,A5,0.03,0.02,0.0
A21,6.0,A1,A34,3.74,0.93,1.69
A12,17.0,A11,A78,0.06,0.04,0.0
A11,31.0,A10,A60,0.0,0.01,0.0
A3,27.0,A1,A31,0.78,0.03,0.03
A6,24.0,A8,A10,0.02,0.01,0.0
A2,27.0,A8,A24,0.26,0.0,0.0
A6,23.0,A9,A1,0.06,0.02,0.0
A12,18.0,A7,A7,0.33,0.23,0.0
A2,29.0,A9,A12,0.13,0.0,0.0
A0,21.0,A9,A12,0.24,0.09,0.0
A1,29.0,A1,A12,0.02,0.04,0.0
,30.0,A4,A266,0.0,0.0,0.05
A3,23.0,A4,A18,0.12,0.09,0.0
A11,29.0,A1,A2,0.0,0.27,0.0
A2,28.0,A7,A72,0.02,0.0,0.0
,14.0,A6,A1,0.0,0.0,0.27
A2,31.0,A11,A6,0.04,0.0,0.0
A1,31.0,A5,A22,0.0,0.0,0.04
A8,36.0,A4,A39,0.02,0.0,0.0
A2,27.0,A4,A196,0.0,0.0,0.33
A6,25.0,A6,A7,0.35,0.11,0.0
A3,24.0,A10,A90,0.04,0.03,0.0
A7,14.0,A11,A5,0.0,0.0,0.18
A3,24.0,A10,A22,0.04,0.03,0.0
A9,32.0,A1,A1,0.0,0.0,0.02
A18,32.0,A1,A24,0.12,0.0,0.0
,28.0,A6,A267,0.0,0.1,0.0
A13,28.0,A0,A31,0.5,0.03,0.0
A3,28.0,A11,A39,0.0,0.0,0.02
A3,25.0,A11,A36,0.05,0.04,0.0
A13,28.0,A4,A80,0.94,0.01,0.0
A11,26.0,A1,A2,0.0,0.03,0.0
,24.0,A6,A7,2.03,0.21,0.0
A12,20.0,A9,A119,0.02,0.01,0.0
A9,33.0,A1,A6,0.56,0.44,0.09
A25,20.0,A7,A39,0.0,0.0,0.1
A15,26.0,A1,A3,0.31,0.08,0.0
A0,22.0,A4,A39,0.05,0.02,0.0
,29.0,A9,A65,0.11,0.23,0.0
A21,3.0,A0,A34,0.51,0.12,0.45
A3,31.0,A7,A13,0.0,0.0,0.02
A0,22.0,A7,A268,0.01,0.0,0.0
A13,30.0,A6,A7,0.26,0.69,0.0
A6,23.0,A9,A68,0.24,0.07,0.0
A2,31.0,A4,A86,0.26,0.0,0.0
A6,25.0,A1,A7,0.15,0.04,0.0
A12,19.0,A6,A5,0.0,0.0,0.76
A2,28.0,A4,A269,0.0,0.0,0.01
A13,31.0,A4,A71,0.0,0.31,0.0
A2,28.0,A6,A107,0.0,0.0,0.03
A2,27.0,A3,A54,0.06,0.0,0.0
A1,27.0,A1,A7,0.1,0.17,0.0
A2,28.0,A2,A270,0.05,0.13,0.0
A3,23.0,A8,A5,0.15,0.12,0.11
A9,31.0,A8,A5,0.52,0.46,0.0
A13,30.0,A6,A24,0.19,0.0,0.0
A1,29.0,A0,A59,0.02,0.0,0.0
A2,28.0,A3,A62,0.19,0.03,0.13
A10,17.0,A11,A3,0.38,0.08,0.0
A13,,A4,A35,0.05,0.0,0.0
A23,12.0,A6,A271,1.75,0.25,0.0
A11,31.0,A11,A31,0.18,0.17,0.0
A17,,A2,A43,0.41,0.03,0.0
A4,29.0,A11,A24,0.12,0.0,0.0
,27.0,A4,A7,0.53,0.76,0.0
A9,27.0,A1,A7,0.38,0.37,0.0
A9,29.0,A6,A31,0.12,0.0,0.0
A9,31.0,A9,A15,0.24,0.54,0.01
A3,23.0,A6,A5,0.08,1.24,1.13
A12,19.0,A5,A18,0.19,0.13,0.31
A0,24.0,A0,A12,1.02,0.38,0.0
A12,15.0,A11,A7,0.04,0.03,0.0
A3,27.0,A7,A83,0.0,0.0,0.02
A12,19.0,A5,A18,0.0,0.0,0.39
,27.0,A8,A15,0.39,0.0,0.0
A1,32.0,A1,A143,0.0,0.0,0.1
A10,16.0,A3,A78,0.72,0.22,0.0
A22,35.0,A11,A37,0.08,0.07,0.0
A3,24.0,A6,A3,0.81,0.63,0.0
A2,27.0,A4,A46,1.15,0.41,0.0
A13,30.0,A6,A164,0.02,0.0,0.0
A9,28.0,A9,A39,0.0,0.0,0.08
A3,28.0,A6,A85,0.0,0.0,0.0
A1,26.0,A6,A7,0.47,0.0,0.0
A8,32.0,A5,A34,0.89,0.45,0.53
A2,28.0,A1,A15,0.06,0.01,0.0
A11,29.0,A7,A272,0.0,0.17,0.0
A11,29.0,A1,A273,0.0,0.01,0.0
A3,28.0,A7,A91,0.0,0.0,0.01
A15,25.0,A3,A7,0.3,0.08,0.0
,34.0,A1,A15,1.4,1.86,0.11
A2,28.0,A4,A269,0.0,0.0,0.05
A3,22.0,A7,A194,0.0,0.0,0.36
,28.0,A1,A253,0.0,0.01,0.0
A15,25.0,A0,A15,0.05,0.01,0.0
A6,25.0,A1,A3,0.07,0.02,0.0
A4,29.0,A11,A33,0.15,0.09,0.0
A12,17.0,A10,A7,0.02,0.01,0.0
A1,24.0,A2,A1,0.0,0.0,0.11
A2,28.0,A8,A29,0.0,0.0,0.03
,27.0,A5,A39,0.1,0.08,0.05
A13,29.0,A0,A15,0.11,0.0,0.0
A3,23.0,A9,A12,0.24,0.19,0.0
A4,31.0,A7,A24,0.0,0.05,0.0
A4,26.0,A5,A4,0.3,0.33,0.21
A12,21.0,A6,A3,0.07,0.05,0.0
A0,24.0,A1,A63,0.1,0.04,0.0
A1,31.0,A1,A257,0.0,0.0,0.02
A15,22.0,A9,A21,0.23,0.06,0.0
A4,34.0,A1,A11,0.28,0.21,0.0
A3,28.0,A1,A1,0.0,0.0,0.06
A3,24.0,A1,A24,0.22,0.17,0.0
A11,26.0,A10,A68,0.0,0.03,0.0
A8,,A8,A52,0.18,0.0,0.0
A12,15.0,A11,A51,0.02,0.02,0.0
A13,28.0,A1,A39,0.28,0.01,0.0
A1,30.0,A3,A169,0.07,0.01,0.03
A2,27.0,A2,A1,0.0,0.0,0.37
A13,29.0,A9,A7,0.46,0.31,0.0
A9,31.0,A4,A15,0.25,0.2,0.0
A2,30.0,A1,A24,0.12,0.0,0.0
A2,28.0,A7,A82,0.31,0.0,0.0
A5,35.0,A1,A13,0.0,0.0,0.03
A12,16.0,A11,A201,0.02,0.01,0.0
A13,30.0,A2,A25,0.04,0.02,0.0
A9,31.0,A3,A169,0.04,0.05,0.1
A5,33.0,A5,A217,0.09,0.0,0.07
A3,27.0,A1,A12,0.31,0.0,0.0
A2,26.0,A1,A12,0.12,0.04,0.0
A2,31.0,A8,A37,0.13,0.06,0.0
A2,29.0,A4,A164,0.52,0.0,0.0
A4,33.0,A11,A24,0.46,0.12,0.0
A6,26.0,A9,A100,0.03,0.01,0.0
A6,25.0,A5,A31,0.06,0.02,0.0
A8,31.0,A1,A12,0.07,0.02,0.0
A13,31.0,A4,A1,0.48,0.68,0.33
A3,29.0,A1,A24,0.13,0.0,0.0
A20,16.0,A11,A39,0.0,0.0,0.3
A2,30.0,A7,A274,0.0,0.0,0.02
A4,26.0,A11,A10,1.09,0.04,0.1
A21,6.0,A11,A5,0.0,0.0,1.2
A2,28.0,A5,A1,0.08,0.0,0.0
A3,26.0,A4,A100,0.01,0.01,0.0
A6,25.0,,A3,0.22,0.06,0.0
A13,29.0,A4,A37,0.07,0.0,0.0
A27,16.0,A3,A193,0.0,0.0,0.04
A12,16.0,A7,A7,0.03,0.02,0.0
A9,28.0,A6,A7,0.1,0.01,0.0
A25,19.0,A8,A39,0.0,0.0,0.52
A11,33.0,A11,A275,0.0,0.1,0.0
A6,25.0,A6,A31,0.04,0.01,0.0
A9,,A8,A88,0.06,0.0,0.0
A12,20.0,A5,A63,0.3,0.2,0.3
A7,14.0,A7,A194,0.0,0.0,0.81
A12,17.0,A3,A5,0.01,0.01,0.0
A2,30.0,A8,A85,0.0,0.01,0.0
A2,28.0,A1,A39,0.35,0.12,0.0
A11,26.0,A8,A15,0.0,0.03,0.0
A3,25.0,A6,A7,0.04,0.03,0.0
A11,36.0,A11,A15,0.2,0.14,0.0
A2,25.0,A3,A7,0.08,0.0,0.0
A20,15.0,A4,A39,0.0,0.0,0.05
A9,32.0,A4,A15,0.26,0.12,0.0
A3,21.0,A9,A18,1.19,0.17,0.0
A0,23.0,A6,A5,0.0,0.0,0.25
A4,33.0,A1,A8,0.96,0.37,0.0
A2,31.0,A7,A13,0.0,0.0,0.04
A13,30.0,A1,A11,0.22,0.06,0.0
A9,29.0,A11,A24,0.17,0.0,0.0
A3,27.0,A8,A5,0.0,0.0,0.03
A2,29.0,A7,A276,0.0,0.0,0.03
A3,25.0,A5,A43,0.08,0.06,0.0
A2,27.0,A1,A15,0.03,0.01,0.0
A12,17.0,A7,A51,0.07,0.05,0.0
A11,26.0,A1,A2,0.0,0.01,0.0
A9,31.0,A6,A15,0.08,0.06,0.0
A14,35.0,A1,A277,0.02,0.0,0.0
A8,33.0,A1,A25,0.02,0.01,0.0
A15,25.0,A1,A10,0.12,0.03,0.0
A4,26.0,A1,A22,0.07,0.01,0.0
A2,29.0,A1,A12,0.31,0.28,0.0
A4,32.0,A1,A24,0.2,0.0,0.0
A2,25.0,A4,A34,0.21,0.0,0.02
A2,29.0,A6,A31,0.05,0.0,0.0
A2,30.0,A2,A129,0.0,0.09,0.0
A3,21.0,A1,A209,0.07,0.06,0.0
A8,33.0,A7,A1,0.0,0.0,0.05
A12,20.0,A0,A18,0.17,0.12,0.0
A3,22.0,A10,A22,0.06,0.05,0.16
A12,20.0,A6,A5,0.0,0.0,0.39
A6,23.0,A6,A7,0.47,0.13,0.0
,28.0,A0,A278,0.08,0.0,0.0
A20,15.0,A11,A95,0.0,0.0,0.03
A17,1.0,A6,A45,0.18,0.01,0.0
A9,27.0,A1,A18,2.31,1.73,0.12
A13,30.0,A6,A24,0.08,0.0,0.0
,28.0,A1,A90,0.62,0.11,0.0
A13,30.0,A4,A71,0.0,0.41,0.0
A17,,A11,A43,0.91,0.06,0.0
A3,23.0,A4,A8,0.12,0.1,0.0
A13,29.0,A1,A136,0.56,0.04,0.0
A2,30.0,A4,A37,0.16,0.0,0.0
A10,19.0,A0,A5,0.44,0.1,0.04
A3,22.0,A9,A5,0.01,0.01,0.0
A10,21.0,A1,A120,0.13,0.03,0.0
A8,31.0,A10,A15,0.25,0.06,0.05
A9,33.0,A0,A15,0.02,0.07,0.0
A2,30.0,A1,A24,0.11,0.01,0.0
A1,26.0,A6,A24,0.04,0.0,0.0
A5,35.0,A1,A13,0.0,0.0,0.02
A12,17.0,A10,A21,0.07,0.05,0.0
A8,36.0,A0,A10,0.13,0.0,0.05
A1,30.0,A10,A1,0.0,0.0,0.12
A0,22.0,A7,A5,0.14,0.05,0.0
A13,27.0,A1,A22,0.11,0.0,0.04
A13,31.0,A8,A279,0.0,0.02,0.0
A3,24.0,A1,A37,0.04,0.03,0.0
A12,14.0,A11,A18,0.08,0.06,0.21
A3,25.0,A6,A5,0.0,0.0,0.45
A2,31.0,A1,A12,0.11,0.02,0.0
A3,22.0,A4,A280,0.0,0.0,0.2
A7,15.0,A3,A1,0.0,0.0,0.21
A7,13.0,A6,A58,0.0,0.0,0.53
A3,28.0,A7,A139,0.0,0.0,0.03
A8,32.0,A5,A73,0.0,0.0,0.06
A11,29.0,A1,A90,0.0,0.02,0.0
A0,23.0,A9,A12,0.02,0.01,0.0
A12,18.0,A9,A15,0.05,0.03,0.0
A1,,A5,A25,0.0,0.0,0.04
A20,14.0,A6,A39,0.0,0.0,0.06
A2,28.0,A9,A281,0.02,0.0,0.0
A3,24.0,A11,A96,0.04,0.03,0.0
A20,17.0,A10,A39,0.0,0.0,0.13
A9,34.0,A5,A1,0.0,0.0,0.03
A7,14.0,A6,A282,0.0,0.0,0.02
A2,27.0,A2,A3,0.49,1.27,0.0
A6,23.0,A11,A68,0.13,0.04,0.0
A13,27.0,A4,A43,0.05,0.0,0.0
A12,16.0,A3,A92,0.14,0.09,0.57
A0,24.0,A1,A12,1.15,0.77,0.04
A13,26.0,A6,A34,0.14,0.01,0.07
A22,36.0,A6,A37,0.03,0.09,0.0
A5,36.0,A7,A93,0.0,0.0,0.02
A15,24.0,A1,A24,0.65,0.17,0.0
A12,16.0,A6,A283,0.01,0.01,0.0
A4,30.0,A4,A80,0.24,0.13,0.0
A11,27.0,A8,A4,0.0,0.02,0.0
A0,26.0,A0,A68,0.18,0.07,0.0
A12,17.0,A2,A57,0.01,0.01,0.0
,28.0,A1,A2,0.14,0.28,0.0
A11,36.0,A8,A284,0.0,0.01,0.0
A4,34.0,A1,A5,0.07,0.06,0.01
A17,1.0,A1,A24,0.37,0.02,0.0
A3,20.0,A9,A21,0.08,0.06,0.0
A2,28.0,A8,A22,0.0,0.0,0.03
A3,25.0,A9,A213,0.1,0.07,0.0
,36.0,A6,A285,0.0,0.01,0.0
A2,26.0,A3,A14,0.0,0.01,0.13
A8,,A8,A35,0.28,0.0,0.0
A8,31.0,A8,A15,0.07,0.0,0.0
A7,16.0,A5,A81,0.0,0.0,0.62
