x0,x1,x2,x3,y,x4,x5
A13,31.0,A4,A231,0.08,0.02,0.0
A5,34.0,A1,A22,0.05,0.05,0.17
A3,29.0,A4,A7,0.09,0.01,0.0
A6,22.0,A9,A43,0.35,0.05,0.0
A4,28.0,A11,A12,0.34,0.15,0.01
A12,19.0,A11,A178,0.01,0.01,0.0
A13,27.0,A1,A31,0.04,0.01,0.0
A3,29.0,A7,A486,0.0,0.0,0.03
A12,,A1,A44,0.05,0.03,0.0
A21,8.0,A0,A34,5.39,1.18,0.7
A2,29.0,A4,A52,0.08,0.0,0.0
,28.0,A2,A6,0.51,0.0,0.0
A15,23.0,A1,A15,0.01,0.0,0.0
A4,26.0,A5,A15,0.0,0.0,0.02
A2,28.0,A2,A29,0.09,0.0,0.01
A11,21.0,A10,A338,0.0,0.09,0.0
A12,18.0,A10,A5,0.05,0.03,0.12
A0,24.0,A6,A54,0.02,0.01,0.0
A13,28.0,A9,A189,0.02,0.0,0.0
A2,28.0,A4,A34,0.0,0.0,0.51
A1,30.0,A7,A18,0.0,0.0,0.07
A10,21.0,A6,A262,0.0,0.0,0.15
A0,23.0,A6,A61,0.04,0.01,0.0
A7,15.0,A6,A1,0.0,0.0,0.03
A3,26.0,A5,A25,0.0,0.0,0.05
A11,33.0,A7,A355,0.0,0.03,0.0
A0,20.0,A6,A5,0.05,0.02,0.0
A3,22.0,A9,A57,0.25,0.2,0.0
A2,25.0,A0,A24,0.25,0.04,0.0
A2,30.0,A2,A15,0.02,0.07,0.0
A12,17.0,A8,A130,0.06,0.04,0.15
A11,34.0,A11,A15,0.15,0.42,0.0
A13,27.0,A3,A43,0.15,0.0,0.0
,28.0,A4,A59,0.08,0.0,0.0
A0,25.0,A0,A15,0.01,0.0,0.0
A3,23.0,A6,A39,0.12,0.1,0.0
A2,30.0,A4,A11,0.27,0.0,0.0
A0,22.0,A11,A120,0.03,0.01,0.0
A2,31.0,A2,A102,0.03,0.03,0.0
A1,26.0,A1,A68,0.1,0.0,0.0
A8,35.0,A5,A34,0.16,0.11,0.18
A2,27.0,A9,A54,0.03,0.0,0.0
A3,30.0,A4,A31,0.02,0.01,0.0
,27.0,A3,A39,0.12,0.02,0.0
A3,23.0,A11,A15,0.28,0.22,0.0
A25,21.0,A3,A10,0.0,0.0,0.12
A1,28.0,A1,A141,0.06,0.0,0.0
A2,26.0,A4,A5,0.18,0.03,0.0
,29.0,A11,A29,0.17,0.01,0.0
A22,36.0,A10,A31,0.01,0.01,0.0
A2,31.0,A6,A31,0.09,0.0,0.0
A7,12.0,A5,A1,0.0,0.0,0.58
A5,35.0,A6,A15,0.0,0.03,0.0
A17,,A9,A24,0.3,0.02,0.0
A9,27.0,A11,A3,0.07,0.01,0.0
,,A2,A35,0.0,0.0,0.13
A11,35.0,A3,A11,0.01,0.04,0.0
A9,33.0,A1,A22,0.02,0.03,0.11
,18.0,A1,A10,0.81,0.76,0.7
A3,28.0,A7,A12,0.12,0.09,0.0
A9,28.0,A6,A7,0.34,0.22,0.0
A9,30.0,A3,A12,0.44,0.46,0.01
A4,30.0,A8,A24,0.12,0.04,0.0
A1,26.0,A4,A485,0.0,0.0,0.02
A1,30.0,A7,A40,0.0,0.0,0.01
A8,31.0,A4,A1,0.09,0.04,0.0
A14,35.0,A1,A7,0.18,0.24,0.0
A4,34.0,A9,A65,0.08,0.15,0.0
A0,22.0,A9,A12,0.04,0.01,0.0
A4,30.0,A5,A7,1.99,0.82,0.03
A5,36.0,A5,A442,0.0,0.0,0.02
A7,16.0,A11,A58,0.0,0.0,0.17
A12,19.0,A8,A15,0.11,0.07,0.12
A6,22.0,A6,A5,0.01,0.0,0.0
A3,26.0,A11,A15,0.03,0.02,0.0
A14,36.0,A7,A39,0.0,0.0,0.16
A20,15.0,A11,A5,0.0,0.0,0.16
,32.0,A11,A31,0.59,0.92,0.06
A8,36.0,A1,A11,0.07,0.08,0.01
A3,27.0,A0,A68,0.21,0.16,0.0
A12,19.0,A0,A2,0.3,0.2,0.0
A22,36.0,A1,A171,0.02,0.02,0.0
A0,21.0,A1,A76,0.03,0.01,0.0
,27.0,A6,A24,0.22,0.01,0.0
A4,31.0,A9,A65,0.23,0.41,0.01
A5,35.0,A7,A13,0.0,0.0,0.02
A11,29.0,A7,A85,0.0,0.04,0.0
A1,33.0,A6,A39,0.0,0.0,0.04
A17,1.0,A11,A45,0.22,0.01,0.0
A6,22.0,A11,A7,0.53,0.17,0.0
A11,33.0,A9,A7,0.04,0.19,0.0
A9,28.0,A6,A18,0.64,0.0,0.0
A4,30.0,A6,A531,0.0,0.01,0.0
A2,27.0,A9,A298,0.33,0.0,0.0
A13,31.0,A9,A41,0.02,0.0,0.0
A18,34.0,A4,A15,0.4,0.28,0.0
A13,30.0,A6,A31,0.25,0.0,0.0
A5,32.0,A1,A18,0.26,0.2,0.09
A2,26.0,A5,A29,0.91,0.05,1.07
,30.0,A5,A75,0.18,0.01,0.1
A2,29.0,A4,A14,0.0,0.0,0.03
A11,27.0,A11,A7,0.0,0.69,0.0
A3,26.0,A7,A22,0.0,0.0,0.02
A3,29.0,A4,A80,0.16,0.12,0.0
A16,21.0,A5,A132,0.0,0.0,1.56
A13,28.0,A6,A31,0.87,0.56,0.0
A4,29.0,A10,A88,0.15,0.02,0.03
A14,34.0,A1,A11,0.24,0.31,0.01
A1,29.0,A6,A39,0.0,0.0,0.16
A11,32.0,A5,A7,0.4,0.44,0.0
A12,21.0,A11,A18,0.29,0.2,0.0
A4,30.0,A4,A80,0.73,0.1,0.0
A0,23.0,A4,A10,0.08,0.03,0.0
A22,36.0,A11,A6,0.05,0.07,0.0
A0,22.0,A11,A120,0.12,0.04,0.0
A3,25.0,A1,A2,1.98,1.14,0.01
A2,27.0,A3,A62,0.0,0.0,0.08
A2,30.0,A2,A160,0.05,0.04,0.0
A2,30.0,A5,A211,0.0,0.0,0.02
A5,34.0,A5,A72,0.06,0.01,0.02
A3,26.0,A1,A7,0.39,0.02,0.0
A15,25.0,A1,A12,0.12,0.03,0.0
A8,36.0,A0,A39,0.03,0.0,0.0
A1,24.0,A1,A22,0.18,0.01,0.3
A2,26.0,A1,A53,0.0,0.0,0.04
A2,29.0,A4,A15,0.12,0.0,0.0
A3,22.0,A6,A18,0.11,0.09,0.0
A13,28.0,A0,A68,0.35,0.18,0.0
A1,30.0,A3,A110,0.0,0.0,0.06
A0,21.0,A0,A5,0.6,0.22,0.05
A1,32.0,A1,A532,0.0,0.0,0.02
A2,,A8,A34,0.0,0.0,0.02
A6,22.0,A1,A22,0.04,0.01,0.0
A8,31.0,A1,A37,0.0,0.04,0.06
A13,31.0,A4,A12,0.11,0.01,0.0
A29,14.0,A10,A39,0.0,0.0,0.14
A3,21.0,A8,A24,0.61,0.87,0.02
A15,22.0,A3,A43,0.55,0.14,0.0
A4,31.0,A1,A24,0.05,0.01,0.0
A2,25.0,A4,A43,0.12,0.0,0.0
A2,28.0,A7,A59,0.08,0.01,0.0
A9,31.0,A11,A7,0.23,0.2,0.01
A9,29.0,A5,A83,0.0,0.0,0.01
A12,20.0,A4,A156,0.43,0.29,0.0
,27.0,A0,A8,0.05,0.01,0.0
A11,31.0,A5,A15,0.12,0.14,0.0
A15,22.0,A3,A24,0.1,0.03,0.0
A9,29.0,A3,A10,2.02,1.06,0.58
A13,28.0,A8,A34,1.87,1.12,1.32
A15,23.0,A4,A34,0.0,0.0,0.27
A9,33.0,A0,A330,0.0,0.01,0.0
A11,31.0,A7,A31,0.08,0.13,0.0
,35.0,A11,A31,0.35,0.41,0.05
,25.0,A6,A7,0.19,0.0,0.0
A2,27.0,A1,A39,0.0,0.0,0.11
A11,34.0,A1,A29,0.0,0.09,0.0
A1,29.0,A8,A15,0.05,0.02,0.0
A6,25.0,A1,A22,0.04,0.01,0.0
A4,34.0,A1,A11,0.48,0.38,0.0
A6,22.0,A1,A10,0.14,0.04,0.05
A9,31.0,A11,A18,0.66,0.12,0.04
A8,33.0,A8,A22,0.0,0.0,0.04
A13,28.0,A4,A80,0.21,0.02,0.0
A3,23.0,A10,A22,0.03,0.03,0.0
A12,21.0,A7,A328,0.0,0.0,0.05
A8,33.0,A4,A224,0.0,0.0,0.08
A11,35.0,A10,A15,0.0,0.08,0.0
A10,20.0,A4,A34,0.72,0.16,1.01
A1,29.0,A7,A197,0.0,0.0,0.01
A15,23.0,A9,A3,0.01,0.0,0.0
A3,28.0,A9,A24,0.0,0.0,0.0
,24.0,A5,A22,0.07,0.05,0.0
A10,19.0,A8,A95,0.0,0.0,0.05
A10,16.0,A6,A34,0.49,0.03,0.0
A1,30.0,A7,A199,0.0,0.0,0.02
A2,27.0,A4,A24,0.05,0.0,0.0
A11,21.0,A10,A514,0.0,0.02,0.0
A3,24.0,A7,A8,0.17,0.13,0.0
A1,29.0,A11,A18,0.27,0.36,0.05
A11,31.0,A1,A85,0.0,0.03,0.0
A9,34.0,A1,A11,0.33,0.48,0.02
A13,26.0,A3,A39,0.22,0.01,0.08
A3,29.0,A7,A22,0.0,0.0,0.03
A12,19.0,A0,A18,2.14,1.21,0.01
A9,31.0,A6,A18,0.54,0.0,0.0
A2,31.0,A1,A85,0.04,0.03,0.0
A4,26.0,A8,A4,0.45,0.96,0.02
A3,27.0,A6,A7,0.59,0.02,0.01
A2,29.0,A5,A1,0.06,0.0,0.03
A13,30.0,A4,A231,0.04,0.0,0.0
A6,,A11,A35,0.04,0.01,0.0
A7,14.0,A5,A9,0.0,0.0,0.36
A1,31.0,A7,A109,0.0,0.0,0.03
A7,12.0,A5,A137,0.0,0.0,0.07
A2,29.0,A10,A6,0.02,0.0,0.0
A4,32.0,A1,A29,0.38,0.41,0.01
A14,35.0,A1,A1,0.0,0.01,0.0
A14,36.0,A10,A31,0.01,0.02,0.0
A3,25.0,A1,A24,0.6,0.02,0.0
A12,15.0,A9,A18,0.17,0.12,0.71
A15,22.0,A9,A15,0.04,0.01,0.0
A13,26.0,A1,A15,0.1,0.01,0.0
A6,22.0,A2,A190,0.01,0.0,0.0
A0,24.0,A1,A24,0.49,0.18,0.0
A3,23.0,A6,A158,0.04,0.03,0.0
A2,29.0,A1,A39,0.0,0.0,0.03
A4,25.0,A11,A24,1.81,0.05,0.01
A15,23.0,A3,A1,0.99,0.32,0.11
A2,28.0,A8,A7,0.3,0.03,0.0
,22.0,A1,A12,0.15,0.05,0.0
A2,28.0,A2,A25,0.06,0.16,0.0
A4,31.0,A8,A5,0.08,0.0,0.0
A12,,A9,A35,0.17,0.11,0.0
A4,35.0,A11,A24,1.11,0.48,0.0
A15,24.0,A9,A7,0.7,0.39,0.01
A11,31.0,A8,A7,0.4,0.23,0.0
A0,22.0,A3,A159,0.0,0.0,0.03
A3,26.0,A6,A5,0.0,0.0,0.35
A1,29.0,A0,A15,0.07,0.0,0.0
A21,7.0,A6,A1,0.12,0.0,1.3
A8,,A7,A35,0.08,0.0,0.0
A3,28.0,A0,A39,0.37,0.04,0.0
A3,27.0,A1,A31,0.19,0.15,0.0
A4,34.0,A7,A28,0.05,0.13,0.0
A13,28.0,A6,A62,0.0,0.0,0.01
A3,22.0,A5,A18,0.03,0.02,0.0
A15,25.0,A1,A24,0.29,0.07,0.0
A11,30.0,A1,A10,0.1,0.02,0.0
A12,19.0,A6,A5,0.02,0.01,0.0
A12,20.0,A3,A7,0.23,0.15,0.0
A1,31.0,A5,A48,0.02,0.0,0.05
A3,21.0,A11,A7,0.1,0.08,0.0
A0,23.0,A10,A34,0.47,0.17,0.0
A3,23.0,A11,A24,0.26,0.2,0.0
A1,30.0,A7,A115,0.0,0.0,0.03
A9,30.0,A9,A10,0.05,0.13,0.0
A2,27.0,A8,A25,0.44,0.01,0.25
A14,35.0,A3,A1,0.3,0.48,0.12
A12,20.0,A11,A118,0.09,0.06,0.0
A1,28.0,A3,A169,0.03,0.01,0.04
A3,29.0,A1,A8,0.12,0.01,0.0
A5,33.0,A10,A13,0.0,0.0,0.06
A8,33.0,A1,A10,0.0,0.0,0.05
A13,31.0,A4,A37,0.08,0.01,0.0
A0,24.0,A4,A44,0.46,0.17,0.0
A4,31.0,A6,A24,0.0,0.02,0.0
A1,24.0,A6,A18,0.5,0.5,0.63
A9,31.0,A1,A17,0.12,0.08,0.02
A8,33.0,A5,A1,0.0,0.0,0.18
A9,32.0,A11,A10,0.0,0.0,0.09
A15,25.0,A4,A34,0.36,0.09,0.0
A13,31.0,A4,A15,0.39,0.2,0.0
A9,26.0,A6,A31,0.3,0.04,0.0
A18,33.0,A9,A7,0.14,0.12,0.0
A20,15.0,A3,A39,0.0,0.0,0.03
A2,27.0,A2,A419,0.0,0.03,0.0
A3,26.0,A1,A15,0.13,0.1,0.0
A4,27.0,A4,A4,0.19,0.03,0.0
A21,12.0,A3,A5,0.04,0.01,0.02
A11,35.0,A1,A11,0.0,0.04,0.0
A8,35.0,A8,A34,0.47,1.0,1.39
A5,32.0,A0,A18,0.4,0.72,0.02
A4,28.0,A0,A12,0.29,0.26,0.0
A11,,A11,A1,0.01,0.0,0.0
A0,23.0,A5,A34,0.0,0.0,0.45
A0,23.0,A1,A12,0.06,0.02,0.0
A0,22.0,A1,A12,0.03,0.01,0.0
A8,34.0,A4,A1,0.0,0.0,0.03
A2,26.0,A1,A8,0.23,0.0,0.0
A15,23.0,A5,A34,0.72,0.38,0.36
,0.0,A3,A24,0.72,0.04,0.0
A13,28.0,A4,A39,0.09,0.06,0.01
A2,,A10,A34,0.44,0.13,0.0
A2,28.0,A8,A15,0.35,0.0,0.0
A3,22.0,A6,A18,0.07,0.05,0.0
A11,34.0,A1,A11,0.0,0.04,0.0
A3,24.0,A8,A37,0.03,0.03,0.0
A9,33.0,A1,A83,0.05,0.01,0.04
A13,27.0,A7,A7,0.14,0.0,0.0
A15,25.0,A3,A1,0.05,0.01,0.0
A6,21.0,A9,A12,0.1,0.03,0.0
A9,29.0,A0,A15,0.09,0.01,0.0
A2,29.0,A4,A383,0.04,0.11,0.0
A11,35.0,A5,A17,0.5,0.63,0.0
A1,24.0,A2,A61,0.0,0.0,0.04
A9,31.0,A4,A15,0.05,0.03,0.0
A2,28.0,A6,A39,0.29,0.37,0.0
A0,24.0,A7,A34,0.37,0.14,0.17
A20,16.0,A7,A533,0.0,0.0,0.04
A2,30.0,A10,A1,0.0,0.0,0.12
A0,26.0,A9,A298,0.01,0.0,0.0
A14,36.0,A1,A22,0.0,0.0,0.08
A20,17.0,A10,A123,0.0,0.0,0.55
A2,26.0,A8,A15,0.17,0.0,0.0
A2,24.0,A2,A34,0.52,0.45,1.21
A9,34.0,A1,A24,0.06,0.16,0.02
A13,31.0,A1,A10,0.0,0.0,0.13
A15,22.0,A4,A3,0.08,0.02,0.0
A2,29.0,A8,A2,0.21,0.1,0.0
A5,36.0,A1,A83,0.0,0.0,0.02
A3,24.0,A5,A29,0.0,0.0,0.27
A13,29.0,A4,A7,0.21,0.31,0.0
A1,27.0,A9,A39,0.03,0.15,0.0
A13,28.0,A4,A5,0.42,0.0,0.0
A12,14.0,A8,A448,0.1,0.07,0.0
A9,31.0,A1,A7,0.14,0.15,0.0
A11,33.0,A9,A39,0.0,0.01,0.0
A2,29.0,A1,A59,0.1,0.0,0.0
A12,21.0,A9,A15,0.03,0.02,0.0
A2,26.0,A3,A1,0.02,0.01,0.16
A3,25.0,A0,A18,0.04,0.03,0.0
A11,33.0,A11,A7,0.38,0.86,0.0
A12,19.0,A4,A5,0.02,0.01,0.0
A2,24.0,A6,A7,0.13,0.0,0.0
A2,29.0,A4,A158,0.1,0.0,0.0
A3,23.0,A3,A43,0.5,0.02,0.0
A17,2.0,A2,A43,1.52,0.1,0.0
A3,26.0,A3,A1,0.0,0.0,0.04
A3,27.0,A4,A7,0.09,0.07,0.0
A1,25.0,A5,A61,0.0,0.0,0.08
A11,36.0,A7,A114,0.0,0.02,0.0
,25.0,A11,A15,0.07,0.02,0.0
,27.0,A4,A15,0.12,0.03,0.0
A2,30.0,A2,A208,0.07,0.11,0.0
A12,19.0,A1,A90,0.66,0.48,0.01
A4,28.0,A1,A68,0.09,0.01,0.0
A17,2.0,A1,A341,0.23,0.01,0.0
A3,28.0,A6,A7,0.32,0.01,0.01
A2,29.0,A1,A40,0.0,0.0,0.03
A8,35.0,A1,A534,0.0,0.0,0.86
A3,25.0,A4,A39,0.12,0.09,0.0
A10,18.0,A1,A50,0.26,0.06,0.0
A12,19.0,A5,A18,0.94,0.44,0.39
A1,31.0,A5,A122,0.0,0.0,0.06
A4,35.0,A6,A7,0.82,0.05,0.0
A13,30.0,A4,A52,0.08,0.0,0.0
A0,22.0,A3,A280,0.04,0.02,0.0
A0,24.0,A0,A10,0.0,0.0,0.08
A2,30.0,A9,A24,0.35,0.0,0.0
A11,31.0,A11,A164,0.01,0.0,0.0
A12,18.0,A1,A92,1.88,1.47,2.02
A13,30.0,A9,A24,0.5,0.02,0.0
A9,32.0,A1,A1,0.0,0.0,0.02
A13,29.0,A1,A52,0.17,0.13,0.0
A4,27.0,A9,A100,0.07,0.03,0.0
A3,23.0,A5,A79,0.21,0.16,0.0
A5,34.0,A1,A257,0.0,0.0,0.05
A21,12.0,A2,A34,0.41,0.06,0.63
A4,29.0,A5,A85,0.18,0.04,0.0
A13,28.0,A4,A7,0.2,0.02,0.0
A0,22.0,A10,A15,0.04,0.01,0.0
A12,21.0,A6,A24,1.09,0.49,0.02
A1,25.0,A5,A10,0.0,0.03,0.0
A14,34.0,A1,A29,0.0,0.07,0.0
A12,16.0,A11,A90,0.31,0.21,0.0
A6,,A11,A68,0.32,0.11,0.0
A11,27.0,A11,A7,0.0,0.11,0.0
A3,20.0,A3,A22,0.0,0.0,0.11
A13,30.0,A4,A6,0.0,0.29,0.0
A12,18.0,A6,A18,0.43,0.29,0.0
A5,36.0,A1,A1,0.0,0.0,0.05
A13,28.0,A9,A84,0.07,0.4,0.0
,29.0,A11,A24,8.52,3.63,0.08
A5,35.0,A1,A13,0.0,0.0,0.03
A2,28.0,A2,A3,0.3,0.49,0.0
A1,32.0,A5,A535,0.0,0.0,0.1
A1,28.0,A3,A75,0.0,0.0,0.04
A3,23.0,A5,A22,0.16,0.13,0.0
A3,,A6,A35,0.12,0.1,0.0
A2,27.0,A6,A54,0.02,0.0,0.0
A3,23.0,A9,A54,0.01,0.01,0.0
A4,33.0,A1,A10,0.03,0.0,0.0
A18,33.0,A1,A34,0.93,0.57,0.14
A12,18.0,A6,A7,0.37,0.25,0.0
A9,33.0,A11,A7,1.3,1.51,0.27
A9,30.0,A1,A18,0.06,0.1,0.01
A0,24.0,A6,A536,0.03,0.01,0.0
,30.0,A1,A11,0.08,0.11,0.0
A3,22.0,A6,A39,0.51,0.4,0.0
A8,33.0,A1,A5,0.04,0.07,0.03
A12,20.0,A3,A57,0.04,0.03,0.0
A3,27.0,A6,A15,0.14,0.11,0.0
A1,29.0,A3,A1,0.12,0.2,0.07
A3,24.0,A6,A96,0.02,0.01,0.0
A0,22.0,A6,A7,0.14,0.05,0.0
A2,26.0,A8,A52,0.03,0.0,0.0
A2,29.0,A5,A404,0.05,0.0,0.0
A4,28.0,A5,A217,0.18,0.0,0.01
A12,17.0,A2,A358,0.0,0.0,1.07
A13,29.0,A6,A31,0.25,0.0,0.0
A0,25.0,A4,A12,0.44,0.16,0.0
A2,28.0,A10,A22,0.0,0.0,0.03
,26.0,A9,A7,0.35,0.1,0.0
A2,25.0,A2,A39,0.03,0.0,0.04
A6,23.0,A4,A4,0.26,0.08,0.0
A3,25.0,A6,A7,0.45,0.02,0.0
A22,33.0,A6,A7,0.67,0.05,0.0
A13,,A4,A35,0.15,0.0,0.0
A18,34.0,A1,A11,0.1,0.11,0.0
A1,,A1,A35,0.0,0.0,0.03
A2,29.0,A7,A15,0.2,0.0,0.0
A13,30.0,A6,A24,0.23,0.05,0.0
A4,34.0,A5,A15,0.57,0.3,0.0
A2,28.0,A2,A267,0.0,0.03,0.0
A12,16.0,A9,A18,1.33,0.4,0.03
A11,26.0,A5,A406,0.0,0.01,0.0
A2,26.0,A0,A11,0.21,0.06,0.0
A1,30.0,A7,A13,0.0,0.0,0.02
A4,29.0,A1,A22,0.16,0.02,0.04
A11,20.0,A10,A7,1.32,0.02,0.0
A6,24.0,A6,A3,0.4,0.11,0.0
A6,24.0,A6,A24,0.09,0.02,0.0
A3,23.0,A10,A10,0.09,0.07,0.0
A13,32.0,A1,A24,0.11,0.04,0.0
A3,23.0,A1,A10,0.17,0.13,0.0
A11,29.0,A6,A39,0.0,0.01,0.0
A7,13.0,A0,A9,0.09,0.02,0.45
A14,34.0,A11,A37,0.22,0.33,0.0
,29.0,A7,A139,0.0,0.0,0.01
A9,29.0,A4,A80,0.67,0.3,0.0
A12,18.0,A4,A234,0.17,0.12,0.0
,22.0,A0,A64,0.04,0.01,0.0
A2,31.0,A8,A24,0.27,0.0,0.0
A1,27.0,A0,A84,0.0,0.04,0.0
A10,18.0,A6,A21,0.25,0.02,0.0
A2,28.0,A2,A100,0.08,0.01,0.0
A3,25.0,A11,A12,0.78,0.03,0.0
A0,22.0,A6,A24,0.11,0.04,0.0
,22.0,A6,A3,0.07,0.02,0.0
A13,30.0,A6,A285,0.0,0.06,0.0
A22,35.0,A3,A1,0.18,0.11,0.0
,,A2,A208,0.0,0.06,0.0
A3,27.0,A5,A22,0.22,0.2,0.16
A9,34.0,A9,A6,0.09,0.0,0.0
A9,30.0,A6,A24,0.26,0.04,0.0
A9,31.0,A5,A7,0.78,0.47,0.03
A9,34.0,A1,A24,0.04,0.05,0.01
A2,31.0,A2,A300,0.05,0.04,0.0
A22,36.0,A1,A410,0.03,0.0,0.0
A0,25.0,A0,A34,0.17,0.06,0.0
A4,30.0,A7,A93,0.0,0.0,0.02
A4,26.0,A1,A14,0.04,0.01,0.03
A10,20.0,A6,A12,0.06,0.01,0.0
A4,35.0,A7,A171,0.02,0.01,0.0
A9,30.0,A1,A7,0.13,0.21,0.0
A6,24.0,A10,A12,0.54,0.16,0.0
A22,34.0,,A5,0.15,0.11,0.0
A12,15.0,A4,A18,0.0,0.0,0.1
A12,19.0,A6,A202,0.0,0.0,1.06
A8,34.0,A1,A11,0.09,0.13,0.0
A4,32.0,A8,A1,0.13,0.03,0.04
A3,22.0,A0,A15,0.06,0.05,0.0
A6,24.0,A9,A12,0.34,0.08,0.0
A1,32.0,A1,A7,0.05,0.19,0.02
A1,31.0,A7,A13,0.0,0.0,0.03
,29.0,A1,A4,0.14,0.14,0.02
A12,17.0,A5,A122,0.04,0.03,0.0
A12,16.0,A4,A18,0.02,0.01,0.16
A11,34.0,A8,A7,0.96,1.72,0.0
A4,31.0,A1,A7,0.72,0.3,0.01
A4,31.0,A4,A129,0.0,0.02,0.0
A15,22.0,A11,A537,0.09,0.02,0.0
A15,25.0,A6,A5,0.0,0.0,0.02
A13,27.0,A8,A37,0.04,0.0,0.0
A4,28.0,A11,A15,0.47,0.31,0.0
A2,31.0,A5,A1,0.0,0.0,0.1
A0,22.0,A4,A61,0.03,0.01,0.0
A13,27.0,A6,A5,0.0,0.0,0.14
A9,30.0,A9,A24,0.07,0.0,0.0
A20,17.0,A7,A138,0.0,0.0,0.21
A13,27.0,A7,A8,1.24,0.04,0.0
A10,18.0,A6,A5,0.04,0.0,0.0
A12,18.0,A7,A328,0.0,0.0,0.07
A13,30.0,A11,A52,0.1,0.0,0.0
A5,36.0,A1,A13,0.0,0.0,0.01
A2,30.0,A7,A1,0.0,0.03,0.0
A3,28.0,A5,A122,0.07,0.05,0.0
A5,34.0,A5,A39,0.0,0.0,0.19
A2,32.0,A7,A241,0.0,0.03,0.0
A9,35.0,A6,A7,0.4,1.98,0.05
A4,27.0,A8,A15,0.11,0.02,0.0
A7,13.0,A9,A156,0.0,0.0,0.01
A3,25.0,A1,A1,0.0,0.0,0.44
A12,18.0,A10,A323,0.0,0.0,0.06
A17,1.0,A8,A43,0.42,0.02,0.0
A17,2.0,A6,A43,0.46,0.03,0.0
A14,35.0,A3,A1,0.0,0.0,0.03
A6,24.0,A6,A7,1.61,0.03,0.0
A8,36.0,A4,A224,0.0,0.0,0.06
A6,23.0,A9,A43,0.1,0.03,0.0
A3,21.0,A11,A68,0.29,0.23,0.0
A4,28.0,A0,A4,0.0,0.01,0.0
A9,32.0,A11,A15,0.41,0.33,0.09
A3,25.0,A7,A24,0.08,0.06,0.0
A1,26.0,A9,A24,0.08,0.0,0.0
A13,32.0,A2,A1,0.0,0.0,0.66
A4,29.0,A1,A15,0.31,0.19,0.02
A8,35.0,A10,A22,0.0,0.0,0.03
A4,31.0,A1,A6,1.48,0.71,0.0
A14,35.0,A1,A39,0.0,0.0,0.17
A10,19.0,A4,A1,1.24,0.17,0.03
A11,23.0,A10,A7,0.01,0.0,0.0
,35.0,A11,A24,0.77,0.78,0.04
A12,19.0,A1,A64,0.03,0.02,0.0
A13,27.0,A7,A34,0.18,0.17,0.03
A1,33.0,A7,A139,0.0,0.0,0.02
A1,26.0,A2,A18,0.0,0.0,0.01
A0,24.0,A8,A15,0.45,0.17,0.0
A1,25.0,A11,A90,1.05,0.06,0.01
A9,33.0,A1,A6,0.14,0.2,0.03
A13,31.0,A5,A73,0.0,0.0,0.19
A2,26.0,A2,A5,0.05,0.0,0.0
A20,16.0,A2,A5,0.0,0.0,0.08
A2,30.0,A5,A1,0.0,0.0,0.07
A13,,A6,A7,0.43,0.0,0.0
A11,30.0,A1,A11,0.01,0.01,0.0
A4,26.0,A11,A43,0.07,0.01,0.02
A9,33.0,A1,A22,0.0,0.0,0.23
A3,21.0,A11,A65,0.07,0.06,0.0
A12,18.0,A1,A18,0.37,0.25,0.0
A11,31.0,A1,A10,0.04,0.02,0.0
A11,32.0,A11,A31,0.11,0.09,0.0
A7,10.0,A9,A34,1.37,0.51,0.89
A3,23.0,A1,A10,0.71,0.58,0.51
A1,27.0,A5,A441,0.05,0.0,0.0
,31.0,A11,A35,0.17,0.0,0.0
A3,21.0,A11,A50,0.02,0.02,0.0
A12,20.0,A1,A22,0.04,0.03,0.0
A3,23.0,A4,A5,0.17,0.13,0.0
A6,22.0,A4,A64,0.16,0.05,0.0
A3,22.0,A3,A317,0.03,0.03,0.0
A3,25.0,A11,A1,0.01,0.01,0.0
A2,28.0,A7,A22,0.0,0.0,0.07
A8,33.0,A1,A11,0.16,0.09,0.0
A4,35.0,A1,A11,0.24,0.28,0.0
A9,28.0,A0,A39,0.56,0.33,0.01
A3,24.0,A5,A538,0.03,0.02,0.0
A2,29.0,A1,A46,0.08,0.0,0.0
A15,22.0,A5,A64,0.23,0.06,0.16
A11,30.0,A1,A15,0.0,0.04,0.0
A1,26.0,A5,A22,0.15,0.01,0.04
A0,22.0,A6,A5,0.0,0.0,0.29
A2,28.0,A6,A24,0.06,0.0,0.0
A13,28.0,A0,A12,0.5,0.37,0.0
A9,32.0,A1,A24,0.12,0.12,0.0
A3,26.0,A9,A17,0.04,0.03,0.0
A9,29.0,A11,A14,0.09,0.02,0.0
A2,27.0,A8,A12,0.18,0.36,0.0
A3,28.0,A4,A19,0.0,0.0,0.01
A2,28.0,A4,A369,0.0,0.0,0.04
A14,34.0,A1,A18,0.0,0.03,0.0
A3,21.0,A1,A18,0.0,0.0,0.05
A3,27.0,A9,A12,0.32,0.01,0.0
,29.0,A7,A101,0.06,0.3,0.0
A14,35.0,A4,A395,0.25,0.05,0.0
A2,25.0,A4,A39,0.0,0.0,0.04
A1,27.0,A10,A25,0.04,0.0,0.0
A20,18.0,A6,A39,0.0,0.0,0.25
A2,25.0,A0,A34,0.0,0.0,0.22
A6,23.0,A1,A7,0.05,0.02,0.0
A6,24.0,A9,A124,0.01,0.0,0.0
A9,32.0,A1,A7,0.82,0.0,0.0
A4,34.0,A5,A6,0.03,0.03,0.0
